1,1,15.87,52.63,1.33,1.37
2,1,1.22,4.31,1.04,2.44
3,1,2.23,1.06,1.20,3.11
4,1,1.35,2.76,2.25,4.50
5,1,1.55,1.25,3.92,6.37
6,1,1.40,1.09,2.01,3.03
7,1,2.83,3.36,1.05,52.63
8,1,8.62,1.33,250.01,1.12
9,1,41.67,1.74,1.69,50.01
10,1,4.15,1.09,1.48,1.12
11,1,11.90,2.44,1.99,33.33
12,1,1.22,2.08,2.16,1.11
13,1,2.09,6.33,1.15,1.35
14,1,1.23,6.71,2.15,1.23
15,1,34.48,3.82,27.78,5.18
16,1,1.76,1.31,2.15,1.59
17,1,1.80,8.85,1.29,3.17
18,1,1.87,3.45,1.03,24.39
19,1,1.01,1.34,2.88,1.21
20,1,2.51,1.34,1.20,17.24
21,1,3.34,3.03,1.97,2.67
22,1,3.16,14.93,1.36,1.52
23,1,1.26,3.22,3.01,1.14
24,1,1.03,1.95,1.77,7.63
25,1,250.01,1.56,1.83,1.24
26,1,1.88,1.85,2.92,1.09
27,1,1.16,1.30,76.92,2.76
28,1,4.27,1.23,1.17,1.70
29,1,3.48,1.55,3.73,1.35
30,1,1.45,2.82,1.17,1.13
31,1,4.03,1.97,1.13,1.35
32,1,1.36,4.27,4.61,83.33
33,1,3.06,7.30,10.10,1.78
34,1,1.60,1.12,1.40,1.36
35,1,1.01,6.80,2.32,1.10
36,1,3.04,1.47,2.63,1.79
37,1,1.54,3.14,2.35,1.01
38,1,10.64,24.39,1.35,1.23
39,1,1.23,1.87,21.28,32.26
40,1,1.11,5.35,4.67,1.24
41,1,3.14,5.75,18.18,1.63
42,1,10.01,2.06,1.13,1.15
43,1,1.30,1.03,43.48,1.07
44,1,1.39,1.23,1.46,7.04
45,1,6.71,1.10,3.38,1.20
46,1,7.52,3.57,1.53,1.21
47,1,1.13,1.41,1.61,1.56
48,1,5.15,1.27,2.99,1.39
49,1,1.16,2.13,13.51,4.78
50,1,3.86,1.08,1.79,38.46
51,1,1.42,2.75,30.30,3.15
52,1,2.09,2.05,1.01,1.76
53,1,2.84,1.22,28.57,4.85
54,1,1.21,4.37,8.77,5.15
55,1,1.41,2.79,1.34,3.79
56,1,1.04,3.61,1.39,1.49
57,1,24.39,1.59,4.22,1.02
58,1,3.82,5.75,5.10,10.53
59,1,7.75,2.28,1.35,1.08
60,1,1.21,1.28,1.61,1.36
61,1,3.53,31.25,2.11,1.75
62,1,1.68,2.74,1.17,5.10
63,1,2.57,2.82,1.39,1.01
64,1,1.22,200.01,1.74,2.89
65,1,4.13,5.78,3.69,2.34
66,1,4.52,1.32,3.01,1.42
67,1,7.58,1.77,1.02,8.55
68,1,4.93,4.24,1.40,1.37
69,1,3.44,1.09,1.27,3.05
70,1,2.27,1.58,6.02,1.34
71,1,1.31,9.26,100.01,1.02
72,1,1.47,12.99,8.20,1.52
73,1,2.01,1.10,1.59,1.96
74,1,1.60,71.43,1.33,1.56
75,1,2.32,1.03,1.12,1.34
76,1,5.21,1.82,1.61,1.38
77,1,1.01,1.73,1.09,2.60
78,1,2.44,1.27,2.58,2.53
79,1,1.13,12.35,1.01,2.91
80,1,1.06,1.89,1.51,1.30
81,1,7.52,1.31,4.50,1.42
82,1,2.14,1.32,1.06,1.02
83,1,1.78,1.64,1.80,3.47
84,1,5.81,4.05,1.18,1.14
85,1,4.22,1.68,9.26,2.10
86,1,1.11,7.69,142.86,2.46
87,1,1.39,9.43,2.36,1.34
88,1,5.85,15.15,1.26,1.04
89,1,5.88,1.58,2.71,35.71
90,1,1.18,4.52,23.26,1.82
91,1,1.34,1.10,5.41,1.12
92,1,28.57,2.17,1.75,2.79
93,1,1.15,4.74,1.15,2.75
94,1,1.22,3.03,1.64,1.70
95,1,4.93,1.12,1.66,25.01
96,1,2.75,1.02,3.68,3.10
97,1,1.35,1.34,1.10,2.47
98,1,1.34,1.65,1.04,1.91
99,1,8.33,1.72,1.06,5.65
100,1,4.31,1.05,1.54,1.01
